,Team_Id,Team_Name,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2355,1113,Arizona St,2014,54,1113,74,1414,61,H,0,24,57,6,16,20,28,7,27,15,11,7,9,18,25,62,4,17,7,14,13,31,12,19,5,5,24
2356,1113,Arizona St,2014,62,1113,66,1450,47,H,0,21,50,9,20,15,18,8,29,12,14,2,5,16,18,53,5,19,6,10,9,22,8,14,9,3,17
2357,1113,Arizona St,2014,66,1113,79,1425,60,A,0,26,56,7,19,20,30,7,35,11,13,8,4,17,22,61,3,17,13,25,12,30,12,16,5,5,20
2358,1113,Arizona St,2014,80,1113,79,1428,75,H,0,26,49,6,14,21,31,8,25,15,11,4,5,23,26,55,8,21,15,22,9,21,8,12,2,1,25
2359,1113,Arizona St,2014,82,1113,72,1160,51,H,0,23,47,9,19,17,21,8,28,13,16,5,4,21,20,47,2,11,9,24,11,20,10,19,12,4,20
2360,1113,Arizona St,2014,86,1113,89,1143,78,A,1,28,58,9,19,24,33,8,31,17,13,5,1,20,31,66,4,13,12,20,4,28,18,10,7,3,20
2361,1113,Arizona St,2014,94,1113,86,1333,82,H,1,28,65,5,17,25,40,11,32,18,8,8,8,20,30,70,10,16,12,18,13,34,10,15,1,5,27
2362,1113,Arizona St,2014,96,1113,74,1332,72,H,0,21,46,3,15,29,39,7,34,12,15,3,10,16,26,71,6,24,14,18,14,21,12,7,8,3,27
2363,1113,Arizona St,2014,102,1113,69,1112,66,H,2,24,60,6,18,15,26,5,30,9,11,7,9,22,23,64,4,16,16,30,18,36,9,15,6,2,20
2364,1113,Arizona St,2014,114,1113,76,1390,64,H,0,27,49,10,19,12,16,6,24,18,13,7,2,22,21,53,6,19,16,25,14,19,4,15,7,6,17
2365,1113,Arizona St,2014,117,1113,78,1143,60,H,0,29,56,10,19,10,14,7,27,20,6,4,5,19,22,53,6,16,10,17,7,22,11,8,2,2,14
2562,1114,Ark Little Rock,2014,18,1114,85,1380,82,A,1,27,68,6,13,25,35,15,29,5,16,9,6,29,26,59,6,25,24,39,10,32,16,16,6,3,27
2563,1114,Ark Little Rock,2014,46,1114,75,1240,70,N,0,26,48,8,12,15,24,9,31,13,13,6,2,22,23,50,8,18,16,30,8,19,14,10,7,2,22
2564,1114,Ark Little Rock,2014,56,1114,88,1212,68,H,0,34,57,3,9,17,24,11,32,23,16,5,2,13,25,63,10,28,8,13,10,17,15,14,9,3,15
2565,1114,Ark Little Rock,2014,59,1114,63,1402,59,A,0,19,46,5,14,20,25,10,23,6,12,5,2,18,19,43,5,11,16,23,4,21,10,11,7,2,19
2566,1114,Ark Little Rock,2014,61,1114,72,1426,70,A,0,26,59,4,10,16,26,13,24,13,13,8,9,23,23,55,5,12,19,22,11,26,12,18,6,4,21
2567,1114,Ark Little Rock,2014,66,1114,65,1375,60,H,0,22,52,4,10,17,23,6,31,13,10,4,4,19,18,61,9,34,15,19,13,28,9,11,2,2,21
2568,1114,Ark Little Rock,2014,73,1114,87,1443,83,A,1,32,55,5,9,18,23,6,25,8,14,11,5,20,28,60,13,29,14,21,11,20,18,13,7,1,17
2569,1114,Ark Little Rock,2014,80,1114,69,1402,64,H,0,22,47,6,15,19,22,8,17,8,11,4,5,17,23,47,3,15,15,20,10,20,12,13,4,1,18
2570,1114,Ark Little Rock,2014,87,1114,80,1418,69,H,0,25,53,3,13,27,35,12,26,11,12,4,6,21,20,53,4,20,25,31,11,20,12,11,7,3,23
2571,1114,Ark Little Rock,2014,89,1114,62,1375,58,A,0,20,54,3,11,19,26,18,19,8,13,11,6,19,20,46,9,25,9,17,11,21,15,18,7,5,19
2572,1114,Ark Little Rock,2014,115,1114,62,1407,55,A,0,20,49,5,17,17,22,9,23,18,18,7,2,21,17,44,6,18,15,25,9,21,8,20,9,3,18
2573,1114,Ark Little Rock,2014,117,1114,74,1117,67,H,0,26,56,3,12,19,21,11,24,16,13,6,3,20,20,49,7,24,20,25,7,20,7,12,3,2,20
2574,1114,Ark Little Rock,2014,129,1114,74,1407,61,N,0,29,62,6,17,10,13,10,32,16,8,1,2,22,19,63,6,22,17,28,16,25,9,6,5,5,16
2720,1115,Ark Pine Bluff,2014,61,1115,78,1290,73,A,0,26,45,4,13,22,31,5,17,6,20,6,1,22,24,54,4,21,21,30,18,19,11,25,13,2,24
2721,1115,Ark Pine Bluff,2014,68,1115,72,1105,64,A,0,20,50,6,19,26,33,13,22,10,14,13,0,23,19,42,7,19,19,29,8,20,12,18,7,4,22
2722,1115,Ark Pine Bluff,2014,89,1115,66,1212,64,H,0,26,47,1,12,13,23,9,19,18,11,10,1,18,22,49,6,21,14,24,11,17,14,15,6,0,17
2723,1115,Ark Pine Bluff,2014,91,1115,70,1238,69,H,0,21,56,9,24,19,32,15,20,15,8,8,3,19,22,53,7,17,18,21,12,29,11,18,6,3,23
2724,1115,Ark Pine Bluff,2014,96,1115,64,1105,61,H,0,20,44,7,17,17,25,6,27,11,20,7,0,17,21,52,7,18,12,16,7,24,13,15,11,1,20
2725,1115,Ark Pine Bluff,2014,98,1115,76,1106,71,H,0,25,56,7,14,19,29,9,21,13,7,11,1,15,22,49,7,16,20,24,8,27,14,17,6,5,18
2726,1115,Ark Pine Bluff,2014,103,1115,64,1380,58,A,0,23,48,6,16,12,22,9,27,6,17,8,1,18,18,50,6,21,16,24,12,25,11,15,7,7,22
2727,1115,Ark Pine Bluff,2014,110,1115,76,1341,61,H,0,27,60,7,19,15,29,15,31,10,14,13,4,16,22,56,3,13,14,26,12,28,9,16,8,3,21
2728,1115,Ark Pine Bluff,2014,117,1115,61,1212,52,A,0,20,48,5,19,16,26,5,25,11,14,10,2,20,15,46,5,18,17,28,12,26,7,18,8,2,21
2729,1115,Ark Pine Bluff,2014,119,1115,66,1238,59,A,0,18,37,5,11,25,30,4,26,9,21,13,4,20,21,50,1,15,16,21,8,17,11,18,9,3,22
2730,1115,Ark Pine Bluff,2014,124,1115,83,1290,68,H,0,28,57,12,25,15,23,11,30,13,18,15,2,17,24,66,9,27,11,17,14,23,11,20,9,3,19
2938,1116,Arkansas,2014,4,1116,99,1188,65,H,0,33,64,8,16,25,35,16,26,14,13,8,8,14,25,64,9,25,6,9,15,19,10,23,6,1,24
2939,1116,Arkansas,2014,11,1116,76,1418,63,H,0,27,53,2,13,20,26,7,23,16,16,6,6,21,23,57,2,17,15,24,13,17,9,20,7,0,25
2940,1116,Arkansas,2014,14,1116,89,1374,78,H,0,25,57,11,22,28,37,12,24,17,13,9,6,23,27,60,4,10,20,29,15,23,10,18,5,3,29
2941,1116,Arkansas,2014,22,1116,87,1278,73,N,0,30,55,8,17,19,22,9,24,19,15,9,3,17,25,55,7,20,16,21,9,18,10,16,6,1,20
2942,1116,Arkansas,2014,29,1116,111,1368,65,H,0,38,61,9,18,26,34,11,28,21,13,7,7,16,22,64,11,26,10,14,14,17,15,24,6,0,28
2943,1116,Arkansas,2014,33,1116,74,1155,68,H,0,22,51,10,21,20,31,8,22,16,10,2,5,19,20,61,3,15,25,29,19,26,8,13,2,4,22
2944,1116,Arkansas,2014,38,1116,72,1366,43,H,0,27,62,5,19,13,26,17,31,15,12,8,10,17,16,51,4,13,7,14,9,26,7,19,7,0,17
2945,1116,Arkansas,2014,45,1116,102,1404,56,H,0,42,69,10,21,8,13,10,39,24,12,8,8,21,19,69,5,21,13,19,12,19,9,13,4,0,12
2946,1116,Arkansas,2014,47,1116,72,1375,60,N,0,25,52,5,17,17,25,4,31,11,14,10,8,18,20,57,9,25,11,19,10,28,9,20,5,3,24
2947,1116,Arkansas,2014,54,1116,89,1219,48,H,0,34,66,7,23,14,17,15,20,22,12,17,4,16,18,48,6,14,6,12,13,18,8,25,4,2,15
2948,1116,Arkansas,2014,61,1116,104,1427,71,H,0,40,80,8,27,16,23,16,24,24,7,14,6,22,23,56,7,22,18,31,17,27,11,28,4,0,20
2949,1116,Arkansas,2014,71,1116,87,1246,85,H,1,26,69,6,21,29,41,14,18,12,6,10,5,29,27,56,5,11,26,40,15,35,11,17,3,8,31
2950,1116,Arkansas,2014,82,1116,86,1120,67,H,0,28,61,8,19,22,30,8,30,21,12,8,6,21,21,58,4,19,21,31,9,27,8,18,6,2,29
2951,1116,Arkansas,2014,93,1116,65,1104,58,H,0,22,57,1,13,20,25,12,30,14,11,6,9,19,21,59,4,17,12,20,13,25,10,13,4,2,21
2952,1116,Arkansas,2014,96,1116,77,1435,75,A,0,27,50,10,16,13,19,9,16,13,12,11,1,23,24,47,8,21,19,28,11,17,12,15,4,5,15
2953,1116,Arkansas,2014,103,1116,81,1261,70,H,0,27,59,10,17,17,25,7,29,17,11,9,5,15,28,71,6,24,8,14,16,30,13,17,3,4,21
2954,1116,Arkansas,2014,107,1116,71,1376,64,H,0,22,58,8,25,19,28,18,24,14,17,13,7,14,22,59,8,19,12,15,14,21,11,19,6,2,20
2955,1116,Arkansas,2014,110,1116,73,1280,69,A,0,28,64,8,25,9,17,10,26,18,11,12,4,20,26,59,7,14,10,21,14,29,10,16,5,3,16
2956,1116,Arkansas,2014,115,1116,71,1246,67,A,1,24,58,7,19,16,16,11,27,12,20,9,8,24,26,76,3,11,12,22,26,21,7,18,9,4,17
2957,1116,Arkansas,2014,117,1116,87,1208,75,H,0,27,56,7,20,26,36,7,21,13,8,9,5,23,22,51,7,18,24,31,11,28,13,16,2,3,25
2958,1116,Arkansas,2014,121,1116,110,1279,80,H,0,37,77,17,30,19,20,10,27,27,6,12,6,21,28,75,8,29,16,26,20,29,11,18,5,2,15
3146,1117,Arkansas St,2014,7,1117,65,1238,61,A,0,21,55,9,23,14,21,8,24,11,12,5,3,13,26,63,2,12,7,13,14,32,6,15,7,7,22
3147,1117,Arkansas St,2014,9,1117,72,1404,62,H,0,26,59,9,25,11,18,9,27,13,13,8,5,12,25,69,2,17,10,13,18,29,9,15,7,3,18
3148,1117,Arkansas St,2014,20,1117,99,1146,56,H,0,30,61,7,18,32,40,16,32,13,16,9,2,11,21,60,8,27,6,8,7,19,8,24,9,2,30
3149,1117,Arkansas St,2014,26,1117,95,1249,89,A,0,33,58,13,26,16,28,10,21,26,11,8,0,19,35,56,4,9,15,20,4,21,17,10,3,2,23
3150,1117,Arkansas St,2014,28,1117,86,1310,61,H,0,27,62,6,18,26,32,12,36,14,12,9,7,15,20,63,8,21,13,18,11,25,7,18,5,0,24
3151,1117,Arkansas St,2014,47,1117,83,1267,82,A,0,29,62,12,31,13,23,10,29,17,10,5,3,22,27,70,10,31,18,26,19,29,14,10,4,4,19
3152,1117,Arkansas St,2014,59,1117,82,1426,66,A,0,29,51,10,23,14,25,8,31,16,15,3,5,22,20,60,5,22,21,33,16,19,9,12,9,1,17
3153,1117,Arkansas St,2014,61,1117,74,1402,69,A,0,24,45,14,22,12,15,2,24,21,15,8,2,19,25,59,4,13,15,19,13,20,9,12,8,0,15
3154,1117,Arkansas St,2014,68,1117,72,1375,60,H,0,23,54,6,24,20,30,12,29,10,8,3,4,16,19,55,6,21,16,21,10,23,5,9,3,2,22
3155,1117,Arkansas St,2014,82,1117,77,1114,49,H,0,23,59,5,21,26,32,15,37,9,12,10,5,24,14,58,2,13,19,26,13,26,2,12,5,7,25
3156,1117,Arkansas St,2014,89,1117,83,1407,73,A,0,24,55,11,25,24,29,9,23,15,10,11,3,21,27,58,7,27,12,21,12,24,11,15,2,4,23
3157,1117,Arkansas St,2014,98,1117,72,1443,58,H,0,19,48,5,17,29,34,8,25,12,9,10,3,18,17,46,7,19,17,24,8,23,8,17,5,0,24
3158,1117,Arkansas St,2014,101,1117,85,1375,61,A,0,28,53,11,23,18,18,6,22,16,6,10,2,14,22,48,6,19,11,18,7,19,10,14,4,1,16
3159,1117,Arkansas St,2014,108,1117,83,1426,60,H,0,24,48,16,30,19,23,5,29,15,14,3,2,14,23,57,4,19,10,15,7,22,10,11,7,0,21
3160,1117,Arkansas St,2014,110,1117,73,1402,68,H,0,22,42,6,10,23,32,6,23,8,15,7,2,16,24,50,4,14,16,24,6,21,8,13,6,2,24
3161,1117,Arkansas St,2014,122,1117,64,1419,58,H,0,20,53,7,21,17,25,11,24,9,11,9,1,17,21,53,5,19,11,19,12,27,6,16,5,3,23
3162,1117,Arkansas St,2014,130,1117,116,1114,114,N,4,35,79,13,28,33,47,19,25,18,13,11,8,27,36,89,8,21,34,40,27,30,14,15,8,5,33
3280,1119,Army,2014,5,1119,84,1154,69,N,0,29,60,9,31,17,21,11,21,17,12,8,5,18,23,56,3,8,20,20,12,23,12,16,8,0,22
3281,1119,Army,2014,33,1119,67,1383,54,H,0,27,56,7,19,6,11,9,35,13,18,3,11,19,16,61,4,15,18,25,14,22,1,12,9,8,16
3282,1119,Army,2014,39,1119,90,1263,80,A,0,29,64,10,21,22,30,14,23,19,12,8,3,16,30,58,6,12,14,20,8,25,14,18,6,5,23
3283,1119,Army,2014,59,1119,85,1248,66,A,0,31,57,9,20,14,17,10,23,14,14,6,3,19,24,55,5,19,13,19,11,17,11,13,7,7,19
3284,1119,Army,2014,62,1119,91,1259,82,H,0,31,55,5,15,24,28,8,25,16,15,8,1,20,30,67,8,23,14,24,16,19,12,15,12,2,23
3285,1119,Army,2014,65,1119,79,1250,76,A,0,31,64,9,24,8,13,10,19,27,8,6,2,18,26,55,8,19,16,18,9,26,18,13,5,2,15
3286,1119,Army,2014,68,1119,60,1298,55,A,0,22,49,2,11,14,23,7,26,11,9,7,5,16,19,54,5,20,12,17,12,25,12,12,5,4,21
3287,1119,Army,2014,76,1119,74,1137,67,H,0,24,46,8,18,18,26,6,20,9,12,8,1,19,23,55,5,21,16,19,11,20,10,13,5,0,22
3288,1119,Army,2014,79,1119,66,1159,63,A,0,23,53,9,23,11,16,10,26,12,14,5,1,14,21,50,8,26,13,15,3,23,14,9,8,3,14
3289,1119,Army,2014,89,1119,77,1259,71,A,0,22,59,6,20,27,33,18,27,14,14,8,6,18,28,70,4,14,11,23,19,22,13,13,7,5,22
3290,1119,Army,2014,93,1119,70,1250,51,H,0,26,60,5,14,13,16,9,33,14,10,5,6,15,19,53,3,11,10,18,5,27,8,12,5,3,18
3291,1119,Army,2014,107,1119,74,1159,66,H,0,24,42,8,17,18,29,6,19,15,13,3,4,18,26,50,6,17,8,14,7,18,12,14,4,1,22
3292,1119,Army,2014,117,1119,87,1248,84,H,0,33,57,10,18,11,14,9,25,17,17,5,5,17,35,67,9,25,5,9,11,17,17,13,8,2,15
3293,1119,Army,2014,121,1119,72,1137,71,A,0,29,60,11,23,3,9,10,17,16,13,8,7,17,26,57,8,16,11,19,16,26,15,17,8,2,14
3484,1120,Auburn,2014,4,1120,76,1311,54,H,0,22,46,4,15,28,41,11,28,14,13,5,7,19,19,56,6,24,10,22,15,19,11,14,3,1,31
3485,1120,Auburn,2014,15,1120,78,1240,54,H,0,26,58,3,10,23,31,17,30,12,9,9,3,18,18,52,6,15,12,24,13,20,11,14,4,4,21
3486,1120,Auburn,2014,19,1120,75,1293,67,H,0,24,54,4,18,23,33,14,27,11,13,5,4,21,25,55,7,16,10,21,11,20,13,11,2,4,27
3487,1120,Auburn,2014,22,1120,78,1398,73,H,0,23,49,2,13,30,37,8,20,8,7,7,2,19,26,46,9,20,12,24,7,21,16,14,6,2,25
3488,1120,Auburn,2014,45,1120,66,1155,64,H,0,26,55,4,17,10,19,11,24,10,10,2,4,18,22,50,4,13,16,24,8,24,9,7,4,4,19
3489,1120,Auburn,2014,48,1120,77,1130,67,H,0,25,52,10,22,17,22,5,21,15,7,4,2,21,20,46,7,23,20,29,9,25,10,13,4,2,21
3490,1120,Auburn,2014,56,1120,91,1115,59,H,0,34,52,10,19,13,22,9,32,24,21,11,12,17,21,64,8,20,9,17,16,13,11,20,12,2,19
3491,1120,Auburn,2014,61,1120,81,1197,50,H,0,31,64,4,16,15,27,17,39,17,13,9,10,19,14,64,4,18,18,27,15,22,6,14,6,7,21
3492,1120,Auburn,2014,87,1120,74,1104,55,H,0,25,51,2,12,22,28,9,28,9,11,6,7,20,19,53,3,16,14,20,9,21,5,13,5,4,23
3493,1120,Auburn,2014,89,1120,74,1208,67,H,0,20,43,7,16,27,34,9,19,11,11,6,5,20,21,50,6,16,19,28,14,18,12,13,7,3,24
3494,1120,Auburn,2014,93,1120,79,1376,74,A,0,29,55,5,16,16,20,11,21,16,14,8,3,20,27,61,7,17,13,22,16,15,17,12,5,3,17
3495,1120,Auburn,2014,103,1120,92,1280,82,H,0,26,51,3,13,37,41,9,22,13,18,12,1,28,24,50,5,17,29,36,8,18,19,21,11,1,31
3496,1120,Auburn,2014,114,1120,83,1376,67,H,0,25,48,8,22,25,35,5,20,14,11,11,3,23,21,52,6,20,19,25,13,23,13,20,3,2,30
3497,1120,Auburn,2014,124,1120,69,1401,64,A,0,23,51,7,18,16,20,14,21,16,9,1,4,17,22,50,8,23,12,15,9,16,12,9,3,5,18
3702,1122,Austin Peay,2014,15,1122,72,1356,70,H,0,23,52,4,18,22,33,9,25,13,13,5,13,22,27,66,2,10,14,23,19,29,11,15,5,2,27
3703,1122,Austin Peay,2014,19,1122,78,1286,72,N,0,24,48,3,11,27,42,5,29,12,12,8,6,18,26,64,8,23,12,15,11,27,9,16,4,2,29
3704,1122,Austin Peay,2014,26,1122,88,1464,86,A,0,35,60,4,10,14,20,9,22,20,16,5,5,20,27,59,8,26,24,30,9,19,19,12,11,1,19
3705,1122,Austin Peay,2014,40,1122,77,1251,71,H,0,25,48,6,10,21,33,8,20,17,12,6,7,11,28,62,5,19,10,13,15,22,14,15,5,2,20
3706,1122,Austin Peay,2014,59,1122,81,1404,68,H,0,30,59,8,18,13,26,9,28,17,9,9,10,16,25,66,6,21,12,16,15,28,12,13,7,4,21
3707,1122,Austin Peay,2014,61,1122,80,1369,74,H,0,27,52,5,14,21,31,6,22,13,9,7,5,15,29,58,7,22,9,15,11,24,12,18,4,3,24
3708,1122,Austin Peay,2014,82,1122,83,1399,69,H,0,25,37,7,12,26,32,6,23,17,18,7,5,19,22,59,7,22,18,23,18,9,11,14,7,2,25
3709,1122,Austin Peay,2014,94,1122,75,1398,65,A,0,27,49,5,10,16,29,7,26,10,12,6,7,18,23,63,3,18,16,23,18,21,10,13,6,2,23
3710,1122,Austin Peay,2014,101,1122,88,1183,83,H,0,25,44,7,10,31,45,9,22,14,14,11,3,14,31,63,11,28,10,11,10,19,17,16,7,2,27
3711,1122,Austin Peay,2014,117,1122,88,1404,85,A,0,30,62,7,23,21,25,14,23,24,13,4,6,20,28,67,11,28,18,21,17,21,18,12,6,5,22
3871,1123,Ball St,2014,14,1123,87,1369,83,H,0,27,61,9,23,24,34,15,31,17,14,4,2,23,27,62,5,18,24,32,9,26,20,11,7,3,24
3872,1123,Ball St,2014,80,1123,71,1138,68,H,0,28,57,5,17,10,14,13,22,17,14,7,2,18,26,58,1,14,15,20,13,19,16,12,5,5,14
3873,1123,Ball St,2014,117,1123,74,1141,71,H,0,23,55,8,26,20,28,12,29,17,12,4,2,18,24,56,9,25,14,22,7,26,14,11,9,1,23
4068,1124,Baylor,2014,4,1124,72,1160,60,N,0,24,54,8,20,16,23,12,30,12,13,2,3,23,22,66,2,19,14,22,18,21,10,6,7,3,21
4069,1124,Baylor,2014,8,1124,66,1376,64,H,0,19,50,6,17,22,41,18,28,12,15,4,6,26,18,50,3,8,25,36,11,24,14,8,9,4,29
4070,1124,Baylor,2014,13,1124,87,1418,68,H,0,27,46,5,11,28,36,8,28,18,14,4,12,17,23,67,8,25,14,16,18,14,13,11,5,1,28
4071,1124,Baylor,2014,16,1124,69,1149,64,H,0,21,51,7,15,20,26,12,32,15,13,4,12,12,22,63,12,26,8,11,10,18,14,9,1,3,20
4072,1124,Baylor,2014,22,1124,67,1173,66,N,0,25,50,4,9,13,19,12,23,9,13,5,5,12,24,53,11,20,7,9,8,17,14,13,10,3,18
4073,1124,Baylor,2014,32,1124,67,1246,62,N,0,26,55,2,11,13,22,18,23,14,13,4,6,18,21,50,8,17,12,23,10,15,19,9,0,5,16
4074,1124,Baylor,2014,44,1124,91,1322,84,H,1,32,63,8,17,19,28,17,19,19,10,6,5,13,34,69,6,18,10,14,17,21,15,12,4,2,18
4075,1124,Baylor,2014,48,1124,81,1380,56,H,0,22,44,5,13,32,47,11,28,11,13,7,5,17,18,53,6,17,14,19,9,18,10,15,2,1,31
4076,1124,Baylor,2014,56,1124,81,1331,55,H,0,30,58,6,13,15,23,12,24,24,9,8,5,16,21,58,1,13,12,20,15,21,14,13,2,2,17
4077,1124,Baylor,2014,60,1124,80,1366,50,H,0,27,51,7,18,19,28,13,28,19,9,4,4,10,21,63,6,23,2,4,15,16,11,11,4,2,21
4078,1124,Baylor,2014,68,1124,88,1395,62,H,0,30,70,7,23,21,21,24,30,18,10,5,9,19,24,57,5,10,9,20,9,16,17,7,6,6,15
4079,1124,Baylor,2014,89,1124,76,1329,70,A,0,28,54,11,23,9,14,8,24,11,16,9,0,18,23,50,6,21,18,26,7,19,14,14,9,3,13
4080,1124,Baylor,2014,100,1124,91,1395,58,A,0,31,58,16,27,13,20,19,26,24,14,8,7,17,20,50,4,14,14,18,5,13,11,13,6,5,16
4081,1124,Baylor,2014,103,1124,87,1243,73,H,2,30,70,6,25,21,31,20,34,22,17,5,10,17,28,73,4,18,13,21,16,24,25,13,8,0,24
4082,1124,Baylor,2014,105,1124,70,1329,64,H,1,23,61,8,21,16,28,22,29,14,14,4,8,17,22,59,7,21,13,19,12,24,15,12,3,2,24
4083,1124,Baylor,2014,110,1124,88,1452,75,A,0,32,59,9,20,15,21,11,23,15,4,1,10,18,22,55,11,21,20,25,12,19,9,4,3,2,17
4084,1124,Baylor,2014,117,1124,59,1403,49,H,0,16,53,7,31,20,25,21,19,11,9,6,4,16,20,42,2,11,7,17,9,15,12,12,4,2,21
4085,1124,Baylor,2014,120,1124,74,1235,61,H,0,27,57,7,19,13,17,11,23,15,9,11,4,11,24,60,12,29,1,2,14,20,18,14,4,2,15
4086,1124,Baylor,2014,124,1124,76,1243,74,A,0,24,48,5,15,23,32,8,18,11,10,5,5,21,24,56,7,18,19,27,14,19,16,11,6,1,26
4087,1124,Baylor,2014,128,1124,76,1395,68,N,0,31,57,4,13,10,13,15,24,15,13,6,6,18,24,53,8,19,12,19,9,13,17,9,12,1,12
4088,1124,Baylor,2014,129,1124,78,1328,73,N,0,24,48,7,14,23,35,12,24,16,11,5,5,13,28,66,12,35,5,7,15,19,18,9,6,2,21
4089,1124,Baylor,2014,130,1124,86,1400,69,N,0,25,58,12,24,24,30,18,27,12,7,2,10,12,31,78,5,15,2,8,23,19,18,6,3,4,20
4368,1125,Belmont,2014,4,1125,87,1252,83,A,0,24,49,6,22,33,52,3,24,10,10,10,2,20,31,59,12,32,9,19,11,31,20,24,6,0,35
4369,1125,Belmont,2014,10,1125,96,1232,95,H,0,31,52,5,14,29,36,8,24,16,16,11,1,25,31,62,9,22,24,29,10,15,12,15,8,3,25
4370,1125,Belmont,2014,13,1125,83,1314,80,A,0,24,53,15,37,20,22,7,22,17,16,8,0,31,28,58,2,7,22,48,21,23,11,13,11,1,19
4371,1125,Belmont,2014,16,1125,94,1252,64,H,0,35,62,10,27,14,19,10,34,19,11,7,7,20,21,62,6,20,16,25,13,20,12,12,7,1,19
4372,1125,Belmont,2014,19,1125,81,1221,70,N,0,29,51,9,17,14,21,9,21,15,15,8,0,19,21,47,7,17,21,24,6,17,10,16,8,2,18
4373,1125,Belmont,2014,20,1125,85,1220,75,N,0,30,69,12,27,13,16,15,18,13,7,10,0,17,26,53,9,23,14,19,10,26,13,16,4,5,17
4374,1125,Belmont,2014,29,1125,70,1292,58,A,0,19,49,7,20,25,32,9,24,11,11,4,1,23,21,55,2,18,14,23,14,24,7,15,6,6,27
4375,1125,Belmont,2014,59,1125,78,1240,67,H,0,30,47,7,11,11,17,7,18,18,12,5,3,14,25,55,5,17,12,16,16,14,13,14,8,2,12
4376,1125,Belmont,2014,61,1125,64,1399,62,H,0,21,50,5,21,17,22,11,16,12,14,11,1,14,21,43,5,15,15,19,6,22,7,19,9,4,24
4377,1125,Belmont,2014,66,1125,107,1369,94,A,0,38,60,17,26,14,19,5,18,21,6,4,1,19,34,59,10,23,16,20,10,21,17,12,3,2,19
4378,1125,Belmont,2014,68,1125,87,1404,72,A,0,28,48,7,14,24,32,4,29,12,13,6,3,22,24,70,7,19,17,22,18,18,12,10,9,3,27
4379,1125,Belmont,2014,75,1125,79,1398,65,A,0,29,57,10,24,11,15,9,20,19,12,2,3,17,25,55,4,19,11,17,13,22,10,15,6,1,21
4380,1125,Belmont,2014,77,1125,62,1193,53,H,0,23,47,3,16,13,18,3,24,10,9,9,2,14,18,50,8,31,9,11,10,23,12,17,2,0,18
4381,1125,Belmont,2014,80,1125,80,1287,66,H,0,25,50,6,11,24,30,11,16,10,9,7,6,19,23,50,7,17,13,19,14,14,14,16,6,10,26
4382,1125,Belmont,2014,82,1125,84,1184,81,H,0,26,50,9,24,23,31,6,27,13,17,8,3,22,25,57,10,28,21,26,8,22,13,14,7,1,25
4383,1125,Belmont,2014,86,1125,76,1287,73,A,0,23,50,7,19,23,33,6,20,11,7,10,2,22,25,53,9,21,14,24,14,25,14,17,3,3,27
4384,1125,Belmont,2014,94,1125,99,1293,96,H,0,32,57,9,20,26,34,10,21,17,11,6,2,23,31,65,12,26,22,34,16,18,14,12,9,4,26
4385,1125,Belmont,2014,96,1125,93,1122,68,H,0,35,66,13,30,10,11,10,26,22,10,8,3,24,23,55,3,11,19,30,13,22,10,15,4,1,14
4386,1125,Belmont,2014,101,1125,73,1398,71,H,0,27,58,8,23,11,16,10,17,14,9,5,3,19,25,59,5,18,16,19,17,24,11,15,5,4,19
4387,1125,Belmont,2014,108,1125,82,1183,63,H,0,30,52,13,25,9,12,5,26,19,14,10,2,17,24,59,4,15,11,21,15,18,13,13,4,7,12
4388,1125,Belmont,2014,114,1125,94,1188,75,A,0,35,62,8,25,16,22,12,26,20,12,6,2,19,28,57,6,17,13,18,6,19,13,12,6,2,18
4389,1125,Belmont,2014,117,1125,76,1240,53,A,0,29,46,7,14,11,22,3,23,18,13,7,2,21,18,48,5,15,12,22,11,20,12,17,9,5,24
4390,1125,Belmont,2014,123,1125,86,1287,63,N,0,27,51,11,24,21,25,7,25,22,11,4,2,23,20,51,3,17,20,29,10,21,10,14,6,1,21
4564,1126,Bethune-Cookman,2014,82,1126,69,1271,63,H,0,23,50,12,22,11,15,6,19,15,9,5,1,20,20,45,5,16,18,25,12,23,10,12,6,2,14
4565,1126,Bethune-Cookman,2014,84,1126,58,1224,47,H,0,16,50,6,21,20,26,12,24,9,16,10,3,22,11,41,3,14,22,29,9,24,5,23,8,4,23
4566,1126,Bethune-Cookman,2014,91,1126,91,1354,59,H,0,29,41,15,18,18,20,3,26,16,15,8,2,18,22,58,4,19,11,16,13,10,11,12,5,3,14
4567,1126,Bethune-Cookman,2014,98,1126,72,1299,71,A,0,26,52,5,13,15,26,10,25,14,9,5,2,23,22,52,9,23,18,27,9,23,15,9,3,6,22
4568,1126,Bethune-Cookman,2014,122,1126,70,1197,68,A,0,25,56,4,14,16,24,9,27,12,15,10,2,18,25,67,5,20,13,23,21,28,12,17,8,6,22
4718,1127,Binghamton,2014,9,1127,89,1165,79,A,0,24,54,14,25,27,34,13,21,15,6,6,4,17,30,63,10,27,9,11,12,22,20,9,3,8,22
4719,1127,Binghamton,2014,30,1127,74,1291,70,A,0,25,47,6,10,18,24,9,30,8,23,3,1,21,23,67,9,29,15,20,14,14,12,9,10,0,24
